player,champion,games,winrate,pickrate
Odoamne,Tahm Kench,1,1.0,0.0003
Oner,Diana,1,0.0,0.0003
Oner,Ekko,9,0.6667,0.0024
Oner,Evelynn,2,0.5,0.0005
Oner,Gragas,3,1.0,0.0008
Oner,Graves,4,1.0,0.0011
Oner,Jarvan IV,3,0.3333,0.0008
Oner,Karthus,1,1.0,0.0003
Oner,Kayn,1,1.0,0.0003
Oner,LeBlanc,2,0.5,0.0005
Oner,Lee Sin,20,0.7,0.0053
Oner,Nidalee,6,0.5,0.0016
Oner,Qiyana,25,0.6,0.0066
Oner,Sylas,2,0.5,0.0005
Oner,Taliyah,10,0.7,0.0026
Oner,Talon,12,0.6667,0.0032
Oner,Viego,2,0.5,0.0005
Oner,Xin Zhao,4,0.5,0.0011
Oner,Yasuo,1,1.0,0.0003
Oner,Zed,1,0.0,0.0003
Perkz,Irelia,1,0.0,0.0003
Perkz,LeBlanc,2,0.0,0.0005
Perkz,Ryze,1,0.0,0.0003
Perkz,Syndra,1,1.0,0.0003
Perkz,Tryndamere,1,0.0,0.0003
Perkz,Yasuo,1,1.0,0.0003
Rascal,Aatrox,12,0.5833,0.0032
Rascal,Camille,21,0.4762,0.0056
Rascal,Fiora,2,0.0,0.0005
Rascal,Gangplank,1,1.0,0.0003
Rascal,Gnar,3,0.3333,0.0008
Rascal,Graves,7,0.5714,0.0019
Rascal,Gwen,5,0.6,0.0013
Rascal,Irelia,16,0.5,0.0042
Rascal,Jarvan IV,1,1.0,0.0003
Rascal,Jayce,4,0.75,0.0011
Rascal,Jhin,3,0.6667,0.0008
Rascal,Kennen,14,0.6429,0.0037
Rascal,LeBlanc,1,1.0,0.0003
Rascal,Lee Sin,9,0.5556,0.0024
Rascal,Mordekaiser,1,0.0,0.0003
Rascal,Renekton,5,0.2,0.0013
Rascal,Sett,4,0.5,0.0011
Rascal,Sylas,4,0.75,0.0011
Rascal,Vladimir,7,0.4286,0.0019
Rascal,Volibear,1,1.0,0.0003
Rascal,暴怒骑士,1,1.0,0.0003
River,Ekko,1,0.0,0.0003
River,Gragas,1,1.0,0.0003
River,Graves,1,1.0,0.0003
River,Jarvan IV,5,0.4,0.0013
River,Kindred,1,1.0,0.0003
River,Lee Sin,7,0.5714,0.0019
River,Lucian,3,1.0,0.0008
River,Olaf,1,0.0,0.0003
River,Qiyana,12,0.5,0.0032
River,Samira,1,1.0,0.0003
River,Sylas,1,0.0,0.0003
River,Taliyah,8,0.75,0.0021
River,Talon,3,0.6667,0.0008
River,Viego,1,0.0,0.0003
River,Xin Zhao,1,1.0,0.0003
River,Yone,1,0.0,0.0003
River,Zac,1,1.0,0.0003
River,Zed,1,1.0,0.0003
Ruler,Aatrox,1,0.0,0.0003
Ruler,Aphelios,4,0.5,0.0011
Ruler,Ashe,1,0.0,0.0003
Ruler,Draven,6,0.5,0.0016
Ruler,Ezreal,7,0.7143,0.0019
Ruler,Jhin,11,0.6364,0.0029
Ruler,Kai'Sa,3,0.6667,0.0008
Ruler,Kalista,2,0.5,0.0005
Ruler,Lucian,23,0.6522,0.0061
Ruler,Miss Fortune,18,0.5,0.0048
Ruler,Samira,1,0.0,0.0003
Ruler,Syndra,2,0.5,0.0005
Ruler,Twitch,1,1.0,0.0003
Ruler,Varus,1,1.0,0.0003
Ruler,Ziggs,8,0.875,0.0021
Santorin,Ekko,1,0.0,0.0003
Santorin,Evelynn,1,1.0,0.0003
Santorin,Graves,4,0.75,0.0011
Santorin,Lee Sin,10,0.6,0.0026
Santorin,Leona,1,1.0,0.0003
Santorin,Lillia,1,0.0,0.0003
Santorin,Nami,1,1.0,0.0003
Santorin,Nidalee,1,0.0,0.0003
Santorin,Nocturne,1,0.0,0.0003
Santorin,Olaf,1,0.0,0.0003
Santorin,Qiyana,3,1.0,0.0008
Santorin,Taliyah,6,0.6667,0.0016
Santorin,Talon,6,0.5,0.0016
Santorin,Viego,4,0.0,0.0011
Santorin,Xin Zhao,4,0.5,0.0011
Scout,Aatrox,1,0.0,0.0003
Scout,Annie,1,1.0,0.0003
Scout,Azir,1,0.0,0.0003
Scout,Corki,1,0.0,0.0003
Scout,Galio,1,1.0,0.0003
Scout,Gangplank,1,0.0,0.0003
Scout,Graves,5,0.6,0.0013
Scout,Irelia,7,0.4286,0.0019
Scout,Jayce,2,0.5,0.0005
Scout,Kennen,1,0.0,0.0003
Scout,Kog'Maw,2,0.5,0.0005
Scout,LeBlanc,5,0.8,0.0013
Scout,Lee Sin,1,1.0,0.0003
Scout,Lissandra,1,1.0,0.0003
Scout,Orianna,2,0.5,0.0005
Scout,Qiyana,4,0.5,0.0011
Scout,Ryze,3,0.6667,0.0008
Scout,Singed,1,1.0,0.0003
Scout,Sylas,4,0.75,0.0011
Scout,Syndra,1,1.0,0.0003
Scout,Taliyah,1,1.0,0.0003
Scout,Tryndamere,16,0.625,0.0042
Scout,Twisted Fate,2,0.5,0.0005
Scout,Vayne,1,1.0,0.0003
Scout,Yasuo,1,0.0,0.0003
Scout,Yone,6,0.6667,0.0016
Scout,Zed,1,0.0,0.0003
Scout,Zoe,2,1.0,0.0005
ShowMaker,Camille,4,0.5,0.0011
ShowMaker,Ezreal,4,0.5,0.0011
ShowMaker,Fizz,3,0.6667,0.0008
ShowMaker,Irelia,6,0.6667,0.0016
ShowMaker,Jayce,1,1.0,0.0003
ShowMaker,Kog'Maw,1,1.0,0.0003
ShowMaker,LeBlanc,7,0.7143,0.0019
ShowMaker,Lee Sin,3,0.6667,0.0008
ShowMaker,Lucian,2,1.0,0.0005
ShowMaker,Orianna,2,1.0,0.0005
ShowMaker,Ryze,5,0.8,0.0013
ShowMaker,Seraphine,1,1.0,0.0003
ShowMaker,Sylas,20,0.75,0.0053
ShowMaker,Taliyah,3,0.6667,0.0008
ShowMaker,Tryndamere,1,1.0,0.0003
ShowMaker,Twisted Fate,4,0.75,0.0011
ShowMaker,Yasuo,4,0.75,0.0011
ShowMaker,Yone,10,0.6,0.0026
ShowMaker,Zoe,3,0.6667,0.0008
Ssumday,Aatrox,5,0.4,0.0013
Ssumday,Camille,1,1.0,0.0003
Ssumday,Darius,1,0.0,0.0003
Ssumday,Fiora,4,0.5,0.0011
Ssumday,Garen,1,0.0,0.0003
Ssumday,Graves,15,0.4,0.004
Ssumday,Irelia,2,0.0,0.0005
Ssumday,Jax,3,0.3333,0.0008
Ssumday,Kennen,5,0.4,0.0013
Ssumday,Lee Sin,1,0.0,0.0003
Ssumday,Malphite,2,0.5,0.0005
Ssumday,Shen,3,0.0,0.0008
Ssumday,Tryndamere,6,0.8333,0.0016
Ssumday,Vayne,1,1.0,0.0003
Steal,Lillia,2,0.0,0.0005
Steal,Nidalee,2,0.5,0.0005
Steal,Qiyana,2,0.5,0.0005
Steal,Rakan,1,0.0,0.0003
Steal,Taliyah,2,1.0,0.0005
Steal,Talon,2,0.0,0.0005
Steal,Zed,5,0.8,0.0013
Steal,Ziggs,1,1.0,0.0003
Tactical,Aphelios,7,0.7143,0.0019
Tactical,Caitlyn,1,1.0,0.0003
Tactical,Draven,1,1.0,0.0003
Tactical,Ezreal,5,0.8,0.0013
Tactical,Jhin,5,0.6,0.0013
Tactical,Jinx,1,1.0,0.0003
Tactical,Kai'Sa,1,1.0,0.0003
Tactical,Kalista,1,1.0,0.0003
Tactical,Lucian,9,0.7778,0.0024
Tactical,Miss Fortune,4,0.75,0.0011
Tactical,Ryze,1,0.0,0.0003
Tactical,Samira,3,0.3333,0.0008
Tactical,Senna,1,1.0,0.0003
Tactical,Twitch,3,0.6667,0.0008
Tactical,Vayne,2,0.5,0.0005
Tactical,Xayah,1,0.0,0.0003
Tactical,Ziggs,4,0.75,0.0011
Tarzan,Aatrox,1,1.0,0.0003
Tarzan,Diana,5,0.8,0.0013
Tarzan,Ekko,2,0.5,0.0005
Tarzan,Gragas,3,0.3333,0.0008
Tarzan,Graves,5,0.4,0.0013
Tarzan,Hecarim,1,0.0,0.0003
Tarzan,Irelia,1,0.0,0.0003
Tarzan,Karthus,1,0.0,0.0003
Tarzan,Kayn,2,0.0,0.0005
Tarzan,Kog'Maw,1,1.0,0.0003
Tarzan,Lee Sin,19,0.6316,0.005
Tarzan,Lillia,11,0.7273,0.0029
Tarzan,Nidalee,1,1.0,0.0003
Tarzan,Olaf,1,1.0,0.0003
Tarzan,Qiyana,8,0.75,0.0021
Tarzan,Taliyah,7,0.5714,0.0019
Tarzan,Talon,4,0.0,0.0011
Tarzan,Viego,3,0.0,0.0008
Tarzan,Volibear,1,0.0,0.0003
Tarzan,Xerath,1,1.0,0.0003
Tarzan,Xin Zhao,3,1.0,0.0008
Tarzan,Yuumi,1,1.0,0.0003
Tarzan,Zac,1,0.0,0.0003
Tarzan,Zed,8,0.625,0.0021
Tian,Aatrox,2,0.0,0.0005
Tian,Ekko,7,0.8571,0.0019
Tian,Graves,4,0.75,0.0011
Tian,Hecarim,1,1.0,0.0003
Tian,Jarvan IV,5,0.6,0.0013
Tian,Jayce,1,0.0,0.0003
Tian,Karthus,1,1.0,0.0003
Tian,Kha'Zix,2,0.5,0.0005
Tian,Lee Sin,23,0.6522,0.0061
Tian,Nidalee,3,0.6667,0.0008
Tian,Nocturne,1,0.0,0.0003
Tian,Poppy,1,1.0,0.0003
Tian,Qiyana,15,0.7333,0.004
Tian,Sylas,1,0.0,0.0003
Tian,Taliyah,11,0.9091,0.0029
Tian,Talon,11,0.8182,0.0029
Tian,Viego,1,1.0,0.0003
Tian,Xin Zhao,6,0.8333,0.0016
Tian,Zed,1,1.0,0.0003
Trymbi,Amumu,6,0.5,0.0016
Trymbi,Brand,1,0.0,0.0003
Trymbi,Braum,1,1.0,0.0003
Trymbi,Graves,1,1.0,0.0003
Trymbi,Nami,5,0.8,0.0013
Trymbi,Pyke,2,0.0,0.0005
Trymbi,Rakan,6,0.8333,0.0016
Trymbi,Thresh,1,1.0,0.0003
Trymbi,Yuumi,4,1.0,0.0011
Trymbi,瓦洛兰之盾,1,0.0,0.0003
Unified,Aphelios,3,0.3333,0.0008
Unified,Ezreal,7,0.8571,0.0019
Unified,Jhin,3,1.0,0.0008
Unified,Kai'Sa,3,0.0,0.0008
Unified,Kalista,1,0.0,0.0003
Unified,Lucian,10,0.5,0.0026
Unified,Miss Fortune,18,0.7778,0.0048
Unified,Syndra,3,0.6667,0.0008
Unified,Thresh,1,1.0,0.0003
Unified,Tristana,10,0.6,0.0026
Unified,Yuumi,2,0.5,0.0005
Upset,Lucian,5,0.6,0.0013
Viper,Aphelios,6,0.6667,0.0016
Viper,Brand,1,0.0,0.0003
Viper,Draven,36,0.5,0.0095
Viper,Ezreal,5,0.4,0.0013
Viper,Jinx,6,0.5,0.0016
Viper,Kai'Sa,3,0.0,0.0008
Viper,Kog'Maw,1,1.0,0.0003
Viper,Lucian,38,0.7105,0.01
Viper,Miss Fortune,4,1.0,0.0011
Viper,Sylas,3,0.6667,0.0008
Viper,Talon,1,0.0,0.0003
Viper,Tristana,1,1.0,0.0003
Viper,Yasuo,1,0.0,0.0003
Viper,Ziggs,2,0.5,0.0005
Vsta,Alistar,1,1.0,0.0003
Vsta,Amumu,4,0.75,0.0011
Vsta,Ekko,1,1.0,0.0003
Vsta,Gragas,2,1.0,0.0005
Vsta,Kai'Sa,1,0.0,0.0003
Vsta,Karma,3,1.0,0.0008
Vsta,Lucian,1,0.0,0.0003
Vsta,Lulu,2,1.0,0.0005
Vsta,Miss Fortune,1,1.0,0.0003
Vsta,Nami,6,0.8333,0.0016
Vsta,Nautilus,1,1.0,0.0003
Vsta,Pyke,11,0.8182,0.0029
Vsta,Senna,1,1.0,0.0003
Vsta,Sylas,5,0.6,0.0013
Vsta,Thresh,1,1.0,0.0003
Vsta,Twisted Fate,1,0.0,0.0003
Vsta,Xerath,1,1.0,0.0003
Vsta,Yuumi,4,0.25,0.0011
Vulcan,Alistar,2,1.0,0.0005
Vulcan,Amumu,2,1.0,0.0005
Vulcan,Bard,4,0.75,0.0011
Vulcan,Janna,1,1.0,0.0003
Vulcan,Leona,3,0.6667,0.0008
Vulcan,Nami,13,0.6923,0.0034
Vulcan,Nautilus,2,0.5,0.0005
Vulcan,Rakan,5,0.4,0.0013
Vulcan,Thresh,2,1.0,0.0005
Wei,Camille,1,0.0,0.0003
Wei,Diana,2,1.0,0.0005
Wei,Ekko,19,0.6842,0.005
Wei,Evelynn,1,1.0,0.0003
Wei,Gragas,7,0.7143,0.0019
Wei,Graves,9,0.7778,0.0024
Wei,Hecarim,2,0.5,0.0005
Wei,Jarvan IV,4,1.0,0.0011
Wei,Kayn,7,0.7143,0.0019
Wei,Kha'Zix,1,0.0,0.0003
Wei,Kindred,1,1.0,0.0003
Wei,Lee Sin,13,0.6923,0.0034
Wei,Lillia,5,0.6,0.0013
Wei,Lissandra,1,1.0,0.0003
Wei,Qiyana,19,0.6316,0.005
Wei,Rek'Sai,1,1.0,0.0003
Wei,Sylas,1,0.0,0.0003
Wei,Talon,5,0.4,0.0013
Wei,Viego,10,0.6,0.0026
Wei,Zed,3,0.3333,0.0008
Willer,Diana,2,1.0,0.0005
Willer,Ekko,2,0.5,0.0005
Willer,Gragas,3,0.0,0.0008
Willer,Graves,1,1.0,0.0003
Willer,Lee Sin,11,0.5455,0.0029
Willer,Lillia,1,1.0,0.0003
Willer,Nidalee,1,1.0,0.0003
Willer,Qiyana,18,0.5,0.0048
Willer,Rumble,1,1.0,0.0003
Willer,Talon,3,0.6667,0.0008
Willer,Xin Zhao,1,1.0,0.0003
Xiaohu,Aatrox,11,0.6364,0.0029
Xiaohu,Akali,2,0.0,0.0005
Xiaohu,Camille,7,0.4286,0.0019
Xiaohu,Darius,2,0.5,0.0005
Xiaohu,Fiora,5,0.8,0.0013
Xiaohu,Gangplank,1,0.0,0.0003
Xiaohu,Gnar,3,0.6667,0.0008
Xiaohu,Gragas,1,1.0,0.0003
Xiaohu,Graves,1,1.0,0.0003
Xiaohu,Gwen,11,0.7273,0.0029
Xiaohu,Irelia,17,0.8824,0.0045
Xiaohu,Jayce,9,0.7778,0.0024
Xiaohu,Kalista,1,0.0,0.0003
Xiaohu,Kennen,7,0.7143,0.0019
Xiaohu,Lucian,3,0.6667,0.0008
Xiaohu,Qiyana,1,1.0,0.0003
Xiaohu,Ryze,1,1.0,0.0003
Xiaohu,Sett,1,1.0,0.0003
Xiaohu,Sylas,4,0.25,0.0011
Xiaohu,Taliyah,1,0.0,0.0003
Xiaohu,Tryndamere,3,1.0,0.0008
Xiaohu,Vayne,1,0.0,0.0003
Xiaohu,Vladimir,2,0.5,0.0005
Xiaohu,Yone,5,0.8,0.0013
Yutapon,Ezreal,1,1.0,0.0003
Yutapon,Jhin,3,0.6667,0.0008
Yutapon,Jinx,1,1.0,0.0003
Yutapon,Lucian,1,1.0,0.0003
Yutapon,Twitch,1,1.0,0.0003
Zven,Aphelios,12,0.4167,0.0032
Zven,Caitlyn,1,1.0,0.0003
Zven,Ezreal,6,0.3333,0.0016
Zven,Jhin,2,1.0,0.0005
Zven,Kai'Sa,3,1.0,0.0008
Zven,Lee Sin,3,0.6667,0.0008
Zven,Lucian,24,0.5,0.0063
Zven,Miss Fortune,8,0.375,0.0021
Zven,Samira,1,0.0,0.0003
Zven,Tristana,4,1.0,0.0011
Zven,Ziggs,4,0.0,0.0011
icon,Aatrox,4,0.75,0.0011
icon,Akali,2,0.0,0.0005
icon,Azir,1,0.0,0.0003
icon,Camille,1,0.0,0.0003
icon,Corki,1,1.0,0.0003
icon,Diana,1,0.0,0.0003
icon,Ekko,3,0.0,0.0008
icon,Ezreal,1,0.0,0.0003
icon,Fiora,2,0.5,0.0005
icon,Fizz,1,1.0,0.0003
icon,Galio,2,0.5,0.0005
icon,Graves,4,1.0,0.0011
icon,Gwen,2,0.5,0.0005
icon,Irelia,6,0.3333,0.0016
icon,Kassadin,2,0.5,0.0005
icon,LeBlanc,3,0.3333,0.0008
icon,Lee Sin,5,0.8,0.0013
icon,Lillia,1,0.0,0.0003
icon,Lucian,1,1.0,0.0003
icon,Orianna,1,1.0,0.0003
icon,Qiyana,4,0.5,0.0011
icon,Riven,1,1.0,0.0003
icon,Ryze,5,0.6,0.0013
icon,Seraphine,1,0.0,0.0003
icon,Sylas,11,0.5455,0.0029
icon,Syndra,2,1.0,0.0005
icon,Taliyah,2,0.5,0.0005
icon,Talon,2,1.0,0.0005
icon,Tryndamere,2,0.0,0.0005
icon,Twisted Fate,2,0.0,0.0005
icon,Vladimir,2,0.0,0.0005
icon,Wukong,1,1.0,0.0003
icon,Zed,3,0.6667,0.0008
icon,Zoe,5,0.8,0.0013
xiaolaohu,Aatrox,3,0.6667,0.0008
xiaolaohu,Camille,16,0.6875,0.0042
xiaolaohu,Fiora,17,0.4706,0.0045
xiaolaohu,Gnar,5,0.8,0.0013
xiaolaohu,Gwen,27,0.6296,0.0071
xiaolaohu,Irelia,2,1.0,0.0005
xiaolaohu,Jax,21,0.7619,0.0056
xiaolaohu,Jayce,30,0.4667,0.0079
xiaolaohu,Wukong,1,1.0,0.0003
yoHan,Aatrox,1,1.0,0.0003
yoHan,Diana,1,0.0,0.0003
yoHan,Ekko,4,0.75,0.0011
yoHan,Graves,3,0.6667,0.0008
yoHan,Kayn,1,0.0,0.0003
yoHan,Kindred,1,1.0,0.0003
yoHan,LeBlanc,1,1.0,0.0003
yoHan,Lee Sin,5,0.6,0.0013
yoHan,Miss Fortune,1,1.0,0.0003
yoHan,Qiyana,12,0.75,0.0032
yoHan,Sylas,1,0.0,0.0003
yoHan,Viego,1,1.0,0.0003
yoHan,Yone,1,1.0,0.0003
