gameid,team,player,champion,kills,deaths,assists
ESPORTSTMNT04_1961065,EDward Gaming,Jiejie,Talon,0,3,0
ESPORTSTMNT04_1961065,EDward Gaming,Scout,Ryze,1,1,0
ESPORTSTMNT04_1961065,EDward Gaming,Viper,Miss Fortune,0,2,1
ESPORTSTMNT04_1961065,EDward Gaming,Meiko,Yuumi,0,2,1
ESPORTSTMNT04_1961065,T1,Canna,Kennen,5,0,5
ESPORTSTMNT04_1961065,T1,Oner,Poppy,0,0,10
ESPORTSTMNT04_1961065,T1,Faker,Twisted Fate,2,0,8
ESPORTSTMNT04_1961065,T1,,Aphelios,6,0,3
ESPORTSTMNT04_1961065,T1,Keria,Lulu,0,1,11
ESPORTSTMNT04_1961065,EDward Gaming,,,1,13,2
ESPORTSTMNT04_1961065,T1,,,13,1,37
ESPORTSTMNT04_1961071,100 Thieves,Ssumday,Gangplank,2,5,11
ESPORTSTMNT04_1961071,100 Thieves,Closer,Lee Sin,3,5,10
ESPORTSTMNT04_1961071,100 Thieves,Abbedagge,Sylas,5,6,8
ESPORTSTMNT04_1961071,100 Thieves,FBI,Kai'Sa,7,4,9
ESPORTSTMNT04_1961071,100 Thieves,huhi,Alistar,3,2,13
ESPORTSTMNT04_1961071,DetonatioN FocusMe,Evi,Tryndamere,6,6,10
ESPORTSTMNT04_1961071,DetonatioN FocusMe,Steal,Poppy,3,4,6
ESPORTSTMNT04_1961071,DetonatioN FocusMe,Aria,Twisted Fate,5,2,12
ESPORTSTMNT04_1961071,DetonatioN FocusMe,Yutapon,Miss Fortune,7,3,9
ESPORTSTMNT04_1961071,DetonatioN FocusMe,Gaeng,Leona,1,5,12
ESPORTSTMNT04_1961071,100 Thieves,,,20,22,51
ESPORTSTMNT04_1961071,DetonatioN FocusMe,,,22,20,49
ESPORTSTMNT04_1961082,DetonatioN FocusMe,Evi,Renekton,1,4,1
ESPORTSTMNT04_1961082,DetonatioN FocusMe,Steal,Shaco,0,4,1
ESPORTSTMNT04_1961082,DetonatioN FocusMe,Aria,Zoe,2,0,1
ESPORTSTMNT04_1961082,DetonatioN FocusMe,Yutapon,Jhin,0,2,0
ESPORTSTMNT04_1961082,DetonatioN FocusMe,Gaeng,Yuumi,1,0,0
ESPORTSTMNT04_1961082,T1,Canna,Graves,0,3,6
ESPORTSTMNT04_1961082,T1,Oner,Qiyana,2,0,5
ESPORTSTMNT04_1961082,T1,Faker,Orianna,1,1,5
ESPORTSTMNT04_1961082,T1,,Aphelios,6,0,2
ESPORTSTMNT04_1961082,T1,Keria,Lulu,1,0,7
ESPORTSTMNT04_1961082,DetonatioN FocusMe,,,4,10,3
ESPORTSTMNT04_1961082,T1,,,10,4,25
ESPORTSTMNT04_1961085,100 Thieves,Ssumday,Kennen,3,1,10
ESPORTSTMNT04_1961085,100 Thieves,Closer,Viego,4,1,13
ESPORTSTMNT04_1961085,100 Thieves,Abbedagge,Ryze,4,1,7
ESPORTSTMNT04_1961085,100 Thieves,FBI,Lucian,7,0,7
ESPORTSTMNT04_1961085,100 Thieves,huhi,Nami,3,1,15
ESPORTSTMNT04_1961085,EDward Gaming,Flandre,Graves,2,2,0
ESPORTSTMNT04_1961085,EDward Gaming,Jiejie,Xin Zhao,0,5,3
ESPORTSTMNT04_1961085,EDward Gaming,Scout,Syndra,2,3,0
ESPORTSTMNT04_1961085,EDward Gaming,Viper,Aphelios,0,6,1
ESPORTSTMNT04_1961085,EDward Gaming,Meiko,Lulu,0,5,2
ESPORTSTMNT04_1961085,100 Thieves,,,21,4,52
ESPORTSTMNT04_1961085,EDward Gaming,,,4,21,6
ESPORTSTMNT04_1961106,Hanwha Life Esports,Morgan,Renekton,1,1,9
ESPORTSTMNT04_1961106,Hanwha Life Esports,Willer,Viego,5,0,10
ESPORTSTMNT04_1961106,Hanwha Life Esports,Chovy,Twisted Fate,3,0,11
ESPORTSTMNT04_1961106,Hanwha Life Esports,Deft,Aphelios,6,0,7
ESPORTSTMNT04_1961106,Hanwha Life Esports,Vsta,Thresh,0,1,12
ESPORTSTMNT04_1961106,TALON,Hanabi,Graves,1,3,0
ESPORTSTMNT04_1961106,TALON,River,Xin Zhao,0,4,1
ESPORTSTMNT04_1961106,TALON,Maple,Sylas,1,2,1
ESPORTSTMNT04_1961106,TALON,Unified,Miss Fortune,0,2,1
ESPORTSTMNT04_1961106,TALON,Kaiwing,Leona,0,4,2
ESPORTSTMNT04_1961106,Hanwha Life Esports,,,15,2,49
ESPORTSTMNT04_1961106,TALON,,,2,15,5
ESPORTSTMNT04_1961114,Royal Never Give Up,Xiaohu,Gragas,7,4,10
ESPORTSTMNT04_1961114,Royal Never Give Up,Wei,Lee Sin,6,6,16
ESPORTSTMNT04_1961114,Royal Never Give Up,Cryin,LeBlanc,3,3,14
ESPORTSTMNT04_1961114,Royal Never Give Up,GALA,Aphelios,10,4,5
ESPORTSTMNT04_1961114,Royal Never Give Up,Ming,Rell,2,9,14
ESPORTSTMNT04_1961114,Fnatic,Adam,Jayce,6,9,12
ESPORTSTMNT04_1961114,Fnatic,Bwipo,Viego,8,3,16
ESPORTSTMNT04_1961114,Fnatic,Nisqy,Ryze,5,3,19
ESPORTSTMNT04_1961114,Fnatic,BEAN,Miss Fortune,7,4,9
ESPORTSTMNT04_1961114,Fnatic,Hylissang,Nautilus,0,9,19
ESPORTSTMNT04_1961114,Royal Never Give Up,,,28,26,59
ESPORTSTMNT04_1961114,Fnatic,,,26,28,75
ESPORTSTMNT04_1961133,TALON,Hanabi,Gwen,6,2,2
ESPORTSTMNT04_1961133,TALON,River,Talon,1,5,4
ESPORTSTMNT04_1961133,TALON,Maple,LeBlanc,0,1,4
ESPORTSTMNT04_1961133,TALON,Unified,Jhin,0,1,6
ESPORTSTMNT04_1961133,TALON,Kaiwing,Yuumi,1,1,5
ESPORTSTMNT04_1961133,Royal Never Give Up,Xiaohu,Camille,2,2,5
ESPORTSTMNT04_1961133,Royal Never Give Up,Wei,Jarvan IV,2,2,7
ESPORTSTMNT04_1961133,Royal Never Give Up,Cryin,Twisted Fate,1,0,9
ESPORTSTMNT04_1961133,Royal Never Give Up,GALA,Miss Fortune,5,2,0
ESPORTSTMNT04_1961133,Royal Never Give Up,Ming,Nautilus,0,2,4
ESPORTSTMNT04_1961133,TALON,,,8,10,21
ESPORTSTMNT04_1961133,Royal Never Give Up,,,10,8,25
ESPORTSTMNT04_1961139,Fnatic,Adam,Olaf,8,6,9
ESPORTSTMNT04_1961139,Fnatic,Bwipo,Xin Zhao,2,7,15
ESPORTSTMNT04_1961139,Fnatic,Nisqy,Twisted Fate,3,3,12
ESPORTSTMNT04_1961139,Fnatic,BEAN,Miss Fortune,10,5,7
ESPORTSTMNT04_1961139,Fnatic,Hylissang,Rakan,0,6,20
ESPORTSTMNT04_1961139,Hanwha Life Esports,Morgan,Renekton,4,6,14
ESPORTSTMNT04_1961139,Hanwha Life Esports,Willer,Viego,4,4,7
ESPORTSTMNT04_1961139,Hanwha Life Esports,Chovy,LeBlanc,10,1,8
ESPORTSTMNT04_1961139,Hanwha Life Esports,Deft,Ezreal,6,4,9
ESPORTSTMNT04_1961139,Hanwha Life Esports,Vsta,Leona,2,8,12
ESPORTSTMNT04_1961139,Fnatic,,,23,27,63
ESPORTSTMNT04_1961139,Hanwha Life Esports,,,26,23,50
ESPORTSTMNT04_1961148,Hanwha Life Esports,Morgan,Aatrox,2,0,7
ESPORTSTMNT04_1961148,Hanwha Life Esports,Willer,Lee Sin,5,1,8
ESPORTSTMNT04_1961148,Hanwha Life Esports,Chovy,Sylas,5,2,3
ESPORTSTMNT04_1961148,Hanwha Life Esports,Deft,Aphelios,3,1,6
ESPORTSTMNT04_1961148,Hanwha Life Esports,Vsta,Rakan,0,1,10
ESPORTSTMNT04_1961148,Royal Never Give Up,Xiaohu,Gwen,1,6,0
ESPORTSTMNT04_1961148,Royal Never Give Up,Wei,Jarvan IV,3,3,1
ESPORTSTMNT04_1961148,Royal Never Give Up,Cryin,Twisted Fate,0,3,4
ESPORTSTMNT04_1961148,Royal Never Give Up,GALA,Miss Fortune,0,1,0
ESPORTSTMNT04_1961148,Royal Never Give Up,Ming,Braum,1,2,3
ESPORTSTMNT04_1961148,Hanwha Life Esports,,,15,5,34
ESPORTSTMNT04_1961148,Royal Never Give Up,,,5,15,8
ESPORTSTMNT04_1961155,Fnatic,Adam,Graves,5,10,2
ESPORTSTMNT04_1961155,Fnatic,Bwipo,Viego,5,5,6
ESPORTSTMNT04_1961155,Fnatic,Nisqy,Zoe,5,4,6
ESPORTSTMNT04_1961155,Fnatic,BEAN,Xayah,0,5,5
ESPORTSTMNT04_1961155,Fnatic,Hylissang,Rakan,0,9,9
ESPORTSTMNT04_1961155,TALON,Hanabi,Jayce,14,5,10
ESPORTSTMNT04_1961155,TALON,River,Jarvan IV,5,2,20
ESPORTSTMNT04_1961155,TALON,Maple,Syndra,7,5,13
ESPORTSTMNT04_1961155,TALON,Unified,Miss Fortune,6,1,7
ESPORTSTMNT04_1961155,TALON,Kaiwing,Nautilus,1,2,19
ESPORTSTMNT04_1961155,Fnatic,,,15,33,28
ESPORTSTMNT04_1961155,TALON,,,33,15,69
ESPORTSTMNT04_1961159,Hanwha Life Esports,Morgan,Jarvan IV,3,6,8
ESPORTSTMNT04_1961159,Hanwha Life Esports,Willer,Viego,1,1,7
ESPORTSTMNT04_1961159,Hanwha Life Esports,Chovy,Twisted Fate,1,2,8
ESPORTSTMNT04_1961159,Hanwha Life Esports,Deft,Aphelios,5,5,3
ESPORTSTMNT04_1961159,Hanwha Life Esports,Vsta,Gragas,1,5,7
ESPORTSTMNT04_1961159,Royal Never Give Up,Xiaohu,Kennen,4,4,11
ESPORTSTMNT04_1961159,Royal Never Give Up,Wei,Xin Zhao,5,2,7
ESPORTSTMNT04_1961159,Royal Never Give Up,Cryin,Galio,5,2,12
ESPORTSTMNT04_1961159,Royal Never Give Up,GALA,Miss Fortune,4,0,10
ESPORTSTMNT04_1961159,Royal Never Give Up,Ming,Rell,1,3,13
ESPORTSTMNT04_1961159,Hanwha Life Esports,,,11,19,33
ESPORTSTMNT04_1961159,Royal Never Give Up,,,19,11,53
ESPORTSTMNT04_1971129,Gen.G,Burdol,Graves,5,4,3
ESPORTSTMNT04_1971129,Gen.G,Clid,Lee Sin,2,2,13
ESPORTSTMNT04_1971129,Gen.G,Bdd,Syndra,7,2,7
ESPORTSTMNT04_1971129,Gen.G,Ruler,Aphelios,1,0,7
ESPORTSTMNT04_1971129,Gen.G,Life,Rakan,3,4,11
ESPORTSTMNT04_1971129,MAD Lions KOI,Armut,Gwen,3,2,4
ESPORTSTMNT04_1971129,MAD Lions KOI,Elyoya,Viego,2,4,8
ESPORTSTMNT04_1971129,MAD Lions KOI,Humanoid,Azir,5,5,3
ESPORTSTMNT04_1971129,MAD Lions KOI,Carzzy,Miss Fortune,2,3,2
ESPORTSTMNT04_1971129,MAD Lions KOI,Kaiser,Leona,0,4,7
ESPORTSTMNT04_1971129,Gen.G,,,18,12,41
ESPORTSTMNT04_1971129,MAD Lions KOI,,,12,18,24
ESPORTSTMNT04_1971143,LNG Esports,Ale,Gwen,1,1,1
ESPORTSTMNT04_1971143,LNG Esports,Tarzan,Viego,2,2,2
ESPORTSTMNT04_1971143,LNG Esports,ICON,Lissandra,1,6,3
ESPORTSTMNT04_1971143,LNG Esports,Light,Ezreal,0,2,2
ESPORTSTMNT04_1971143,LNG Esports,Iwandy,Yuumi,0,1,2
ESPORTSTMNT04_1971143,Team Liquid,Alphari,Graves,2,0,2
ESPORTSTMNT04_1971143,Team Liquid,Santorin,Trundle,1,0,8
ESPORTSTMNT04_1971143,Team Liquid,Jensen,LeBlanc,6,1,4
ESPORTSTMNT04_1971143,Team Liquid,Tactical,Tristana,2,0,6
ESPORTSTMNT04_1971143,Team Liquid,CoreJJ,Rell,1,3,6
ESPORTSTMNT04_1971143,LNG Esports,,,4,12,10
ESPORTSTMNT04_1971143,Team Liquid,,,12,4,26
ESPORTSTMNT04_1971152,Gen.G,Burdol,Irelia,2,8,3
ESPORTSTMNT04_1971152,Gen.G,Clid,Lee Sin,2,5,3
ESPORTSTMNT04_1971152,Gen.G,Bdd,Azir,1,5,2
ESPORTSTMNT04_1971152,Gen.G,Ruler,Aphelios,2,1,3
ESPORTSTMNT04_1971152,Gen.G,Life,Lulu,0,3,4
ESPORTSTMNT04_1971152,LNG Esports,Ale,Fiora,6,2,4
ESPORTSTMNT04_1971152,LNG Esports,Tarzan,Xin Zhao,2,0,11
ESPORTSTMNT04_1971152,LNG Esports,ICON,Syndra,7,2,8
ESPORTSTMNT04_1971152,LNG Esports,Light,Miss Fortune,5,1,8
ESPORTSTMNT04_1971152,LNG Esports,Iwandy,Rakan,2,2,14
ESPORTSTMNT04_1971152,Gen.G,,,7,22,15
ESPORTSTMNT04_1971152,LNG Esports,,,22,7,45
ESPORTSTMNT04_1971157,MAD Lions KOI,Armut,Kennen,4,6,7
ESPORTSTMNT04_1971157,MAD Lions KOI,Elyoya,Viego,3,0,5
ESPORTSTMNT04_1971157,MAD Lions KOI,Humanoid,Sylas,1,3,9
ESPORTSTMNT04_1971157,MAD Lions KOI,Carzzy,Miss Fortune,6,1,7
ESPORTSTMNT04_1971157,MAD Lions KOI,Kaiser,Rakan,1,0,14
ESPORTSTMNT04_1971157,Team Liquid,Alphari,Jarvan IV,4,2,3
ESPORTSTMNT04_1971157,Team Liquid,Santorin,Trundle,1,2,5
ESPORTSTMNT04_1971157,Team Liquid,Jensen,Twisted Fate,2,1,3
ESPORTSTMNT04_1971157,Team Liquid,Tactical,Aphelios,2,5,0
ESPORTSTMNT04_1971157,Team Liquid,CoreJJ,Thresh,1,5,4
ESPORTSTMNT04_1971157,MAD Lions KOI,,,15,10,42
ESPORTSTMNT04_1971157,Team Liquid,,,10,15,15
ESPORTSTMNT04_1971165,Team Liquid,Alphari,Gnar,5,2,5
ESPORTSTMNT04_1971165,Team Liquid,Santorin,Lee Sin,1,2,13
ESPORTSTMNT04_1971165,Team Liquid,Jensen,Syndra,7,1,6
ESPORTSTMNT04_1971165,Team Liquid,Tactical,Jhin,2,1,9
ESPORTSTMNT04_1971165,Team Liquid,CoreJJ,Rakan,1,3,13
ESPORTSTMNT04_1971165,Gen.G,Rascal,Renekton,1,2,2
ESPORTSTMNT04_1971165,Gen.G,Clid,Taliyah,2,5,3
ESPORTSTMNT04_1971165,Gen.G,Bdd,Yone,2,3,4
ESPORTSTMNT04_1971165,Gen.G,Ruler,Miss Fortune,4,3,2
ESPORTSTMNT04_1971165,Gen.G,Life,Leona,0,3,4
ESPORTSTMNT04_1971165,Team Liquid,,,16,9,46
ESPORTSTMNT04_1971165,Gen.G,,,9,16,15
ESPORTSTMNT04_1971171,LNG Esports,Ale,Jax,2,3,0
ESPORTSTMNT04_1971171,LNG Esports,Tarzan,Lee Sin,1,3,3
ESPORTSTMNT04_1971171,LNG Esports,ICON,Irelia,2,7,2
ESPORTSTMNT04_1971171,LNG Esports,Light,Ziggs,2,2,4
ESPORTSTMNT04_1971171,LNG Esports,Iwandy,Leona,0,2,5
ESPORTSTMNT04_1971171,MAD Lions KOI,Armut,Gwen,6,1,3
ESPORTSTMNT04_1971171,MAD Lions KOI,Elyoya,Poppy,3,2,10
ESPORTSTMNT04_1971171,MAD Lions KOI,Humanoid,Orianna,6,1,6
ESPORTSTMNT04_1971171,MAD Lions KOI,Carzzy,Lucian,2,3,6
ESPORTSTMNT04_1971171,MAD Lions KOI,Kaiser,Nami,0,0,14
ESPORTSTMNT04_1971171,LNG Esports,,,7,17,14
ESPORTSTMNT04_1971171,MAD Lions KOI,,,17,7,39
ESPORTSTMNT04_1971180,Gen.G,Rascal,Graves,3,1,3
ESPORTSTMNT04_1971180,Gen.G,Clid,Jarvan IV,2,3,5
ESPORTSTMNT04_1971180,Gen.G,Bdd,Zoe,3,1,5
ESPORTSTMNT04_1971180,Gen.G,Ruler,Miss Fortune,5,0,3
ESPORTSTMNT04_1971180,Gen.G,Life,Yuumi,1,0,9
ESPORTSTMNT04_1971180,Team Liquid,Alphari,Jayce,2,2,1
ESPORTSTMNT04_1971180,Team Liquid,Santorin,Xin Zhao,0,3,5
ESPORTSTMNT04_1971180,Team Liquid,Jensen,Syndra,1,2,3
ESPORTSTMNT04_1971180,Team Liquid,Tactical,Tristana,2,3,1
ESPORTSTMNT04_1971180,Team Liquid,CoreJJ,Rell,0,4,4
ESPORTSTMNT04_1971180,Gen.G,,,14,5,25
ESPORTSTMNT04_1971180,Team Liquid,,,5,14,14
ESPORTSTMNT04_1971182,MAD Lions KOI,Armut,Gnar,4,6,7
ESPORTSTMNT04_1971182,MAD Lions KOI,Elyoya,Qiyana,7,6,5
ESPORTSTMNT04_1971182,MAD Lions KOI,Humanoid,LeBlanc,7,2,11
ESPORTSTMNT04_1971182,MAD Lions KOI,Carzzy,Ezreal,5,2,9
ESPORTSTMNT04_1971182,MAD Lions KOI,Kaiser,Rakan,0,3,14
ESPORTSTMNT04_1971182,LNG Esports,Ale,Kennen,7,9,5
ESPORTSTMNT04_1971182,LNG Esports,Tarzan,Viego,2,3,6
ESPORTSTMNT04_1971182,LNG Esports,ICON,Ryze,4,4,6
ESPORTSTMNT04_1971182,LNG Esports,Light,Miss Fortune,5,1,5
ESPORTSTMNT04_1971182,LNG Esports,Iwandy,Leona,1,6,8
ESPORTSTMNT04_1971182,MAD Lions KOI,,,23,19,46
ESPORTSTMNT04_1971182,LNG Esports,,,19,23,30
ESPORTSTMNT04_1971193,Gen.G,Rascal,Kennen,5,4,5
ESPORTSTMNT04_1971193,Gen.G,Clid,Olaf,4,2,12
ESPORTSTMNT04_1971193,Gen.G,Bdd,Syndra,5,1,6
ESPORTSTMNT04_1971193,Gen.G,Ruler,Miss Fortune,7,4,12
ESPORTSTMNT04_1971193,Gen.G,Life,Yuumi,3,2,20
ESPORTSTMNT04_1971193,MAD Lions KOI,Armut,Irelia,1,6,5
ESPORTSTMNT04_1971193,MAD Lions KOI,Elyoya,Lee Sin,0,5,9
ESPORTSTMNT04_1971193,MAD Lions KOI,Humanoid,Viktor,6,5,4
ESPORTSTMNT04_1971193,MAD Lions KOI,Carzzy,Lucian,6,5,6
ESPORTSTMNT04_1971193,MAD Lions KOI,Kaiser,Nami,0,3,9
ESPORTSTMNT04_1971193,Gen.G,,,24,13,55
ESPORTSTMNT04_1971193,MAD Lions KOI,,,13,24,33
ESPORTSTMNT04_1971225,T1,Canna,Graves,1,1,4
ESPORTSTMNT04_1971225,T1,Oner,Talon,4,3,5
ESPORTSTMNT04_1971225,T1,Faker,Orianna,2,1,7
ESPORTSTMNT04_1971225,T1,Gumayusi,Aphelios,3,0,6
ESPORTSTMNT04_1971225,T1,Keria,Thresh,1,1,8
ESPORTSTMNT04_1971225,Hanwha Life Esports,Morgan,Irelia,1,3,1
ESPORTSTMNT04_1971225,Hanwha Life Esports,Willer,Xin Zhao,0,5,0
ESPORTSTMNT04_1971225,Hanwha Life Esports,Chovy,Zoe,2,0,1
ESPORTSTMNT04_1971225,Hanwha Life Esports,Deft,Miss Fortune,3,2,2
ESPORTSTMNT04_1971225,Hanwha Life Esports,Vsta,Braum,0,1,5
ESPORTSTMNT04_1971225,T1,,,11,6,30
ESPORTSTMNT04_1971225,Hanwha Life Esports,,,6,11,9
ESPORTSTMNT04_1971235,Hanwha Life Esports,Morgan,Renekton,0,3,2
ESPORTSTMNT04_1971235,Hanwha Life Esports,Willer,Xin Zhao,0,3,1
ESPORTSTMNT04_1971235,Hanwha Life Esports,Chovy,LeBlanc,1,3,1
ESPORTSTMNT04_1971235,Hanwha Life Esports,Deft,Varus,1,2,0
ESPORTSTMNT04_1971235,Hanwha Life Esports,Vsta,Nautilus,0,3,1
ESPORTSTMNT04_1971235,T1,Canna,Gwen,6,1,4
ESPORTSTMNT04_1971235,T1,Oner,Poppy,2,0,6
ESPORTSTMNT04_1971235,T1,Faker,Lissandra,2,1,8
ESPORTSTMNT04_1971235,T1,Gumayusi,Aphelios,3,0,5
ESPORTSTMNT04_1971235,T1,Keria,Braum,1,0,12
ESPORTSTMNT04_1971235,Hanwha Life Esports,,,2,14,5
ESPORTSTMNT04_1971235,T1,,,14,2,35
ESPORTSTMNT04_1971236,Hanwha Life Esports,Morgan,Renekton,1,1,0
ESPORTSTMNT04_1971236,Hanwha Life Esports,Willer,Olaf,0,4,0
ESPORTSTMNT04_1971236,Hanwha Life Esports,Chovy,LeBlanc,0,3,1
ESPORTSTMNT04_1971236,Hanwha Life Esports,Deft,Varus,0,4,1
ESPORTSTMNT04_1971236,Hanwha Life Esports,Vsta,Braum,0,6,0
ESPORTSTMNT04_1971236,T1,Canna,Gnar,2,0,7
ESPORTSTMNT04_1971236,T1,Oner,Talon,5,0,10
ESPORTSTMNT04_1971236,T1,Faker,Lissandra,3,1,6
ESPORTSTMNT04_1971236,T1,Gumayusi,Aphelios,7,0,6
ESPORTSTMNT04_1971236,T1,Keria,Thresh,1,0,13
ESPORTSTMNT04_1971236,Hanwha Life Esports,,,1,18,2
ESPORTSTMNT04_1971236,T1,,,18,1,42
ESPORTSTMNT04_1961268,EDward Gaming,Flandre,Jayce,4,4,4
ESPORTSTMNT04_1961268,EDward Gaming,Jiejie,Jarvan IV,1,5,4
ESPORTSTMNT04_1961268,EDward Gaming,Scout,Malzahar,2,1,5
ESPORTSTMNT04_1961268,EDward Gaming,Viper,Lucian,1,3,3
ESPORTSTMNT04_1961268,EDward Gaming,Meiko,Nami,0,1,6
ESPORTSTMNT04_1961268,Royal Never Give Up,Xiaohu,Irelia,3,2,6
ESPORTSTMNT04_1961268,Royal Never Give Up,Wei,Xin Zhao,4,2,7
ESPORTSTMNT04_1961268,Royal Never Give Up,Cryin,Ryze,4,0,7
ESPORTSTMNT04_1961268,Royal Never Give Up,GALA,Aphelios,3,1,4
ESPORTSTMNT04_1961268,Royal Never Give Up,Ming,Nautilus,0,3,9
ESPORTSTMNT04_1961268,EDward Gaming,,,8,14,22
ESPORTSTMNT04_1961268,Royal Never Give Up,,,14,8,33
